name,alt_standard_price,default_code,profit_margin_1,profit_margin_2,profit_margin_3,profit_margin_4,freight_1,freight_2,freight_3,freight_4
Refrigerante r-404a 10.89 kg rgc,"174,73",12300047,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Refrigerante r-404a 10.9 kg refrigerant cool,0,12300049,"0,8","0,8","0,85","0,86","0,9","0,9","0,9","0,9"
Refrigerante r-404a 10.90 kg cowplantd - khaled,"48,42",12300016,"0,88","0,88","0,9","0,91","0,85","0,85","0,85","0,85"
Refrigerante r-404a lata 425 g dupont,0,12300017,"0,75","0,8","0,85","0,86","0,9","0,9","0,9","0,9"
Refrigerante r-404a lata 600 g harp,10,12300019,"0,88","0,88","0,9","0,91","0,85","0,85","0,85","0,85"
Refrigerante r-404a lata 600 g iceloong,"6,49",12300092,"0,71","0,71","0,81","0,82","0,85","0,85","0,85","0,85"
Refrigerante r-404a lata 600 g saki,4,12300018,"0,88","0,88","0,9","0,91","0,85","0,85","0,85","0,85"
Refrigerante r-404a lata 650 gr rgc,"13,02",12300059,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Refrigerante r-404a lata 800 gr rgc,15,12300052,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Refrigerante r-404a por kg a granel iceloong,"7,04",12300008,"0,64","0,64","0,64","0,65","0,85","0,85","0,85","0,85"
"Refrigerante r-407c 11,30 kg iceloong","63,6",12300097,"0,67","0,67","0,77","0,78","0,85","0,85","0,85","0,85"
"Refrigerante r-410a 11,30 kg iceloong","70,22",12300094,"0,77","0,77","0,87","0,88","0,85","0,85","0,85","0,85"
Refrigerante r-410a 11.35 kg dupont,"55,5",12300020,"0,88","0,88","0,9","0,91","0,85","0,85","0,85","0,85"
Refrigerante r-410a 11.35 kg rgc,"67,47",12300048,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Refrigerante r-410a 11.35 kg teghgas,44,12300041,"0,88","0,88","0,9","0,91","0,85","0,85","0,85","0,85"
Refrigerante r-410a lata 600 g iceloong,"6,46",12300096,"0,66","0,66","0,76","0,77","0,85","0,85","0,85","0,85"
Refrigerante r-410a lata 650 gr,12,12300056,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Refrigerante r-410a lata 750 g iceloong,8,12300095,"0,8","0,8","0,9","0,91","0,85","0,85","0,85","0,85"
Refrigerante r-410a lata 800 gm,"7,5003",12300039,"0,88","0,88","0,9","0,91","0,85","0,85","0,85","0,85"
Refrigerante r-410a por kg a granel iceloong,"6,38",12300010,"0,76","0,76","0,76","0,76","0,85","0,85","0,85","0,85"
Refrigerante r-422d 11.30 kg rgc,151,12300050,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Refrigerante r-422d 12.30 kg fr 22,65,12300033,"0,88","0,88","0,9","0,91","0,85","0,85","0,85","0,85"
Refrigerante r-426a 13.60 kg fr 12,0,12300035,"0,75","0,8","0,85","0,86","0,9","0,9","0,9","0,9"
Refrigerante r-426a 13.79 kg khaled sustituto del r-12,0,12300021,"0,75","0,8","0,85","0,86","0,9","0,9","0,9","0,9"
Refrigerante r-437a lata 750 g dupont sustituto r-12. mo49,12,12300024,"0,75","0,8","0,85","0,86","0,9","0,9","0,9","0,9"
Refrigerante r-437a lata 750 gr rgc,10,12300051,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Refrigerante r-437a mo49  sustituto del r-12 a granel,0,12300040,"0,75","0,8","0,85","0,86","0,9","0,9","0,9","0,9"
"Refrigerante r-507a 11,30 kg iceloong","74,55",12300098,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Refrigerante r-507a 11.35 kg,260,12300022,"0,88","0,88","0,9","0,91","0,85","0,85","0,85","0,85"
Refrigerante r-600 lata 140 gr refrigerant,"1,96",12300057,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Refrigerante r-600 lata 160 gr iceloong,"1,9",12300105,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Refrigerante two 5.5 kg rgc,"174,3",12300005,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Refrigerante two 6 oz rgc,"9,1",12300004,"0,88","0,88","0,9","0,91","0,85","0,85","0,85","0,85"
Regulador de presion pequeño 1/4 pulg pyk ar3000-02,0,90350005,"0,75","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Rejilla de cortina de aire cold tech,"3,16",06310001,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Rejilla de retorno metalica 06 x 04 pulg con control,0,21600003,"0,75","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Rejilla de retorno metalica 06 x 06 pulg sin control,"24,05",21600004,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Rejilla de retorno metalica 08 x 04 pulg con control,0,21600005,"0,75","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Rejilla de retorno metalica 08 x 08 pulg sin control,0,21600007,"0,75","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Rejilla de retorno metalica 10 x 06 pulg sin control,"25,35",21600009,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Rejilla de retorno metalica 10 x 08 pulg sin control,"26,65",21600010,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Rejilla de retorno metalica 10 x 10 pulg sin control,"28,6",21600011,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de retorno metalica 12 x 10 pulg sin control,"13,95",21600016,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de retorno metalica 12 x 12 pulg con control,"14,31",21600017,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de retorno metalica 12 x 18 pulg con control,"27,3",21600015,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Rejilla de retorno metalica 12 x 24 pulg con control,26,21600014,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Rejilla de retorno metalica 14 x 08 pulg sin control,"14,1",21600019,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de retorno metalica 14 x 14 pulg con control,0,21600022,"0,75","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Rejilla de retorno metalica 14 x 19 pulg sin control,0,21600021,"0,75","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Rejilla de retorno metalica 20 x 10 pulg con control,0,21600036,"0,75","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Rejilla de retorno metalica 20 x 24 pulg con control,"22,6",21600041,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de retorno metalica 24 x 12 pulg con control,0,21600044,"0,75","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Rejilla de retorno metalica 28 x 10 pulg sin control,"35,11",21600054,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de suministro metalica 08 x 08 pulg doble deflexion sin control,"18,05",21540009,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de suministro metalica 10 x 10 pulg doble deflexion sin control,"16,78",21540018,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de suministro metalica 12 x 10 pulg doble deflexion sin control,"18,2",21540031,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de suministro metalica 14 x 10 pulg simple deflexion horizontal con control,"32,31",21540044,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de suministro metalica 14 x 10 pulg simple deflexion vertical sin control,"17,75",21540045,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de suministro metalica 14 x 14 pulg con control,"20,88",21540048,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de suministro metalica 16 x 10 pulg simple deflexion vertical sin control,"20,38",21540059,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de suministro metalica 16 x 12 pulg simple deflexion vertical sin control,"20,88",21540062,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de suministro metalica 16 x 16 pulg con control,0,21540064,"0,75","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Rejilla de suministro metalica 20 x 20 pulg doble deflexion con control,"57,8",21540083,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de suministro metalica 30 x 10 pulg doble deflexion sin control,"44,24",21540092,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de suministro metalica 44 x 10 pulg simple deflexion horizontal sin control,"49,24",21540100,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla de suministro metalica 59 x 04 pulg sin control,"99,27",21540101,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 08 x 08 pulg 01 via con control,"34,33",21200007,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 10 x 08 pulg 04 vias con control,"42,4",21200020,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 12 x 08 pulg 04 vias con control,44,21200022,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 12 x 12 pulg 02 vias con control,"48,43",21200024,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 12 x 12 pulg 03 vias sin control,"26,34",21200027,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 12 x 12 pulg 04 via con control,48,21200023,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 12 x 12 pulg 04 vias sin control,"19,89",21200029,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 14 x 06 pulg 02 via con control,"43,2",21200030,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 14 x 06 pulg 03 vias con control,"43,2",21200031,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 14 x 06 pulg 04 vias con control,"43,2",21200032,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 14 x 08 pulg 04 vias con control,"45,6",21200033,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 14 x 14 pulg 03 vias sin control,"36,86",21200034,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 14 x 14 pulg 04 vias con control,30,21200035,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 16 x 06 pulg 04 via con control,44,21200037,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rejilla difusora metalica 16 x 16 pulg 04 vias con control,0,21200038,"0,75","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Rejilla difusora metalica 20 x 12 pulg 04 vias con control,"65,6",21200039,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Rejilla redonda pequeña universal,"1,44",01700005,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Relay 20 amp para tarjeta de aire acondicionado sfk-112dm-f rgc,"1,07",06330001,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay 30 amp para tarjeta de aire acondicionado sli-s-112dmk-f rgc,"1,15",06330002,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay aranque con termico ff11.5bkwr 1/3 hp 110v embraco danfoss,"1,98",10310027,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque 1 pin 1/3 hp para lg,"0,57",10310068,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque 1/12 hp 110v nevera,0,10310002,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque 1/2 hp 110v nevera,0,10310007,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque 1/3 hp 110v danfoss embraco,"1,75",10310036,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque 1/3 hp 110v nevera rgc,"0,7",10310006,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque 1/4 hp 110v nevera rgc,"0,7",10310005,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque 1/5 hp 110v nevera rgc,"0,7",10310004,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque 1/6 hp 110v embraco modelo nuevo corto cold tech,"0,98",10310031,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque 1/6 hp 110v nevera rp4715 rgc,"0,7",10310003,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque 1/8 hp 110v  rp4402,"0,7293",10310001,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque con termico ff8.5bkwr 1/4 hp 110v  embraco danfoss,"1,85",10310026,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque con termico pw5.5pwk11 1/6 hp 110v  embraco danfoss,"1,85",10310030,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque em55nr 1/6 hp 110v embraco,"1,17",10310032,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque embraco 1/2 hp 110v modelo nuevo corto cold tech,0,10310037,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque embraco 1/3 hp 110v modelo nuevo corto cold tech,"1,17",10310035,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque ff8.5bkwr 1/4 hp 110v embraco,"1,17",10310034,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque rp4715 1/6 hp 110v nevera compela,0,10310020,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque rp5715 1/4 hp 110v nevera compela,0,10310021,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Relay arranque rp6618 1/3 hp 110v nevera compela,0,10310022,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque super start 1/12 - 1/5 hp 110/220v hs810 rgc,0,10310042,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque super start 1/2 - 10 hp 130-156mfd 110/220v spp6 rgc,"3,12",10310045,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque super start 1/2 - 5   hp 43-52mfd 110/220v spp5 rgc,"2,28",10310044,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque super start 1/4 - 1/3 110v,"1,4",10310019,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arranque super start 1/4 - 1/3 hp 110/220v hs410 rgc,"4,83",10310043,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay arraque embraco 1/4hp 110v modelo nuevo corto cold tech,"1,4",10310033,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay electronico qrp-ic1 1/12 a 1/2 hp 110v,0,10310070,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay electronico qsr12 1/12 a 1/2 hp 110v,"1,1138",10310038,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay electronico qsr12 1/12 a 1/2 hp 110v rgc,"0,74",10310075,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay fan 110v 8 - 15 amp grande 10 pines,0,10310062,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay fan 240v 8 - 15 amp pequeño 6 pines 90-382,0,10310063,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay fan 240v 8 - 15amp 10 pines grande 90-342,0,10310065,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay fan 240v 8 - 16 amp pequeño 90-292,0,10310059,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay fan 24v 12 amp 4 pines pequeño 90-290,0,10310066,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay fan 24v 13 amp 6 pines 90-380,"6,11",10310067,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay fan 24v 8 - 16 amp 10 pines 90-340,"5,6",10310064,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay fan 24v 8 - 16 amp 90-370 5 pines rgc,"3,09",10310078,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay potencial 63 1/3 - 3/4 110v,"4,25",10310009,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay potencial 63 1/3 - 3/4 110v rgc,"3,68",10310076,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay potencial 63 110v steveco copeland,0,10310015,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay potencial 64 1.5 - 5 hp 220v,"6,2",10310010,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay potencial 64 1.5 - 5 hp 220v rgc,"4,73",10310077,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay potencial 64 steveco copeland,0,10310016,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay potencial 65 220v steveco copeland,0,10310017,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay potencial 65 3/4 - 2.5 hp 220v,"4,25",10310011,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay potencial 65 3/4 - 2.5 hp 220v rgc,"4,24",10310079,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay potencial 66 395v copeland,0,10310018,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay potencial 68 220v,"2,51",10310014,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay ptc 1/10 - 1/3 hp 110v 2 terminales americold,0,10310069,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Relay ptc 1/12 - 1/2 hp 110v 1 terminales americold para lg rgc,"2,84",10310049,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay ptc 1/12 - 1/2 hp 110v 2 terminales americold rgc,0,10310050,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay ptc 1/12 - 1/2 hp 110v 3 terminales americold rgc,0,10310051,"0,7","0,7","0,8","0,81","0,9","0,9","0,9","0,9"
Relay ptc 1/12 - 1/2 hp 110v 4 terminales americold,"0,66",10310040,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay ptc 1/12 - 1/2 hp 110v 4 terminales americold rgc,"0,33",10310052,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay ptc 1/8 - 1/3 hp 110v 1 terminales americold,"0,4",10310071,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay ptc 1/8 - 1/3 hp 110v 3 terminales americold,"0,6",10310072,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay termico americol kit 1/6 - 1/3 hp 110v rgc,"1,73",10310073,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay termico kit 1/8 - 1/3 hp 110v,"3,49",10310053,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay termico para contactor hasta 18a 220v rgc,"3,26",10310090,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay termico para contactor hasta 32a 220v rgc,"5,25",10310094,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay termico para contactor hasta 40a 220v rgc,"11,26",10310096,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay termico para contactor hasta 50a 220v rgc,"11,26",10310098,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Relay universal super start 1/2 - 10 hp  88-108mfd 110/220v rgc,"2,17",10310046,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia aluminio 110v 95w lg,"16,9708",10300044,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia aluminio 110v nevera qha227,"14,66",10300022,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Resistencia aluminio 110v nevera qha410,"2,55",10300021,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia aluminio 110v qha412,"2,16",10300024,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia aluminio 110v samsung da81-01691a,"6,5",10300045,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia aluminio 110v samsung dhr10901c,0,10300049,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia gm aveo 2004 - 2012,"7,46",01740004,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Resistencia gm optra 2007 - 2012 epica 2006 - 2016,"11,57",01740001,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
"Resistencia hierro 1 1/2 hp 81 x 20,5 cm 400wtt 220v bandeja","24,2638",10300058,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
"Resistencia hierro 1 1/2 hp 86 x 6,7 cm 800 wtt 220v difusor","23,2799",10300061,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
"Resistencia hierro 2 hp 101 x 20,5 cm 500wtt 220v bandeja","31,3369",10300059,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
"Resistencia hierro 2 hp 106 x 6,7 cm 1000 wtt 220v difusor","28,6165",10300062,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
"Resistencia hierro 3 hp 139 x 20,5 cm 650 wtt 220v bandeja","40,5516",10300060,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
"Resistencia hierro 3 hp 145 x 6,7 cm 1350 wtt 220v difusor","37,9353",10300063,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro 37 cm 110v tipo mabe,5,10300038,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro 38 cm 300 wtt 110v,"6,72",10300057,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro 39 cm 110v tipo mabe,5,10300039,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro 40 cm 110v tipo mabe,5,10300040,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro 41 cm 110v tipo mabe,5,10300041,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro 42 cm 110v tipo mabe,"10,6734",10300042,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro 43 cm 110v tipo mabe,5,10300043,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
"Resistencia hierro 51,4 x 15,5 cm 440 wtt 115v philco","11,9351",10300036,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro 56 cm 110v tipo mabe,6,10300056,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro frigidare electrolux rgc,"5,47",10300053,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro frigidare electrolux rgc,0,10300055,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro gilson 51 x 7 cm 425 wtt 115v,6,10300026,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro lg 110v 660w rgc,0,10300051,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
"Resistencia hierro para difusor 1,5hp idm-2.1/12 900w 220v rgc 112 cm cable","9,05",10300081,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro para difusor 1.5hp idl-1.9/12 900w 220v rgc 113 x 10 cm,"9,05",10300091,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro para difusor 10hp idm-11/60 1400w 220v rgc 172 x 10 cm,"13,97",10300086,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro para difusor 12hp idl-13/85 1700w 220v rgc,"20,64",10300097,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro para difusor 12hp idm-14/80 1400w 220v rgc 170 x 10 cm,"13,97",10300087,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro para difusor 15hp idm-18/100 1600w 220v rgc 221 cm cable,"18,14",10300088,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro para difusor 1hp idl-1.2/8 900w 220v rgc 117 cm cable,"9,05",10300090,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro para difusor 1hp idm-1.2/7 500w 220v rgc 60 x 6 cm,"4,46",10300080,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro para difusor 2hp idl-2.3/15 1200w 220v rgc 145 x 11 cm,"11,56",10300092,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro para difusor 2hp idm-2.6/15 900w 220v rgc 113 x 10 cm,"9,05",10300082,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro para difusor 3hp idl-3.1/20 1000w 220v rgc 117 x 9.5 cm,"9,46",10300093,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
"Resistencia hierro para difusor 3hp idm-3.9/22 1200w 220v rgc 140 x 10,5cm","11,56",10300083,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro para difusor 5hp idl-4.7/30 1200w 220v rgc 154 x 10 cm,"12,6",10300094,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro para difusor 5hp idm-5.3/30 1000w 220v rgc 118 x 10 cm,"9,46",10300084,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro para difusor 8hp idl-8.5/55 1400w 220v rgc,"13,97",10300095,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro recta para doblar 100 cm 110v 500w,"15,12",10300136,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro recta para doblar 120 cm 110v 600w,"18,14",10300138,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro recta para doblar 150 cm 110v,"24,3",10300141,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro recta para doblar 38 cm 110v,"4,5",10300120,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro recta para doblar 40 cm 110v,"4,5",10300122,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro recta para doblar 50 cm 110v,"4,5",10300125,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro recta para doblar 55 cm 110v,"4,41",10300127,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia hierro recta para doblar 70 cm 110v,"11,34",10300132,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
"Resistencia hierro whirpool 67,6 x 19,9 cm 650 wtt 115v","15,0376",10300037,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia para cocina electrica,2,70550004,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
