name,alt_standard_price,default_code,profit_margin_1,profit_margin_2,profit_margin_3,profit_margin_4,freight_1,freight_2,freight_3,freight_4
Antivibrador 1-5/8 pulg odf vat-1-5/8 rgc,"21,28",12090026,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Antivibrador 1/2 pulg odf,"8,47",12090001,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Antivibrador 2-1/8 pulg odf vaf-218-54 hongsen,"34,04",12090018,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Antivibrador 3/4 pulg odf,"12,3",12090003,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Antivibrador 3/4 pulg odf vafx-034-19 hongsen,"7,88",12090012,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Antivibrador 3/4 pulg odf vat-3/4 rgc,0,12090022,"0,7","0,7","0,8","0,81","0,9","0,9","0,9","0,9"
Antivibrador 5/8 pulg odf,"9,15",12090002,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Antivibrador 5/8 pulg odf vafx-058-16 hongsen,"6,5175",12090011,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Antivibrador 5/8 pulg odf vat-5/8 rgc,"5,9",12090021,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Antivibrador 7/8 pulg odf,"14,39",12090004,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Antivibrador 7/8 pulg odf vafx-078-22 hongsen,"8,53",12090013,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Antivibrador 7/8 pulg odf vat-7/8 rgc,0,12090023,"0,7","0,7","0,8","0,81","0,9","0,9","0,9","0,9"
Asas para puerta de vitrina a0577,"11,28",12290002,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Aspa 10 pulg ccw sin buje,"2,17",12110012,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 10 pulg ccw sin buje para motor de 18w y 20w rgc,"1,04",12110092,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 10 pulg cw buje 1/2 pulg,"16,15",12110034,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 10 pulg cw sin buje,"1,015",12110006,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 10 pulg cw sin buje para motor de 18w y 20w rgc,"1,04",12110087,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 12 pulg ccw buje 1/2 pulg,"24,5",12110039,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 12 pulg ccw sin buje,"1,34",12110013,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 12 pulg ccw sin buje para motor de 34w rgc,"1,87",12110093,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 12 pulg cw buje 1/2 pulg,16,12110019,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 12 pulg cw sin buje,"1,1745",12110007,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 12 pulg cw sin buje para motor de 34w rgc,"1,87",12110088,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 14 pulg ccw buje 1/2 pulg,"21,07",12110041,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 14 pulg ccw sin buje,"3,67",12110014,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 14 pulg cw buje 1/2 pulg,"24,87",12110021,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 14 pulg cw con buje 1/2 3 aletas,"21,39",12110078,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 16 pulg ccw buje 1/2 pulg,26,12110042,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 16 pulg cw buje 1/2 pulg,"23,84",12110022,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 16 pulg cw con buje 1/2 3 aletas,"26,9",12110079,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 18 pulg ccw buje 1/2 pulg,28,12110043,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 18 pulg cw buje 1/2 pulg,"29,9",12110024,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 18 pulg cw con buje 1/2 3 aletas,"29,51",12110080,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 20 pulg ccw buje 1/2 pulg,"35,77",12110044,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 20 pulg cw buje 1/2 pulg,36,12110025,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 20 pulg cw con buje 1/2 3 aletas,"31,97",12110081,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 22 pulg cw buje 1/2 pulg,"40,83",12110026,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 22 pulg cw con buje 1/2 3 aletas,"37,19",12110083,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 24 pulg cw buje 1/2 pulg,"39,6",12110028,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 24 pulg cw con buje 1/2 3 aletas,"40,43",12110082,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 3 pulg ccw plastica,"0,92",12110061,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 3.8 pulg cw plastica,"0,53",12110067,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 30 pulg cw buje 5/8 pulg,"66,92",12110032,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 4.7 pulg ccw plastica,"0,63",12110064,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 6 pulg ccw sin buje para motor de 5w rgc,"0,42",12110089,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 6 pulg cw sin buje,"1,59",12110003,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 6 pulg cw sin buje para motor de 5w rgc,"0,42",12110084,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 7 pulg ccw sin buje,"1,26",12110010,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 7 pulg cw sin buje,"1,15",12110004,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 8 pulg ccw sin buje para motor de 10w rgc,"0,61",12110090,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 8 pulg cw sin buje,"0,6815",12110005,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 8 pulg cw sin buje para motor de  10w rgc,"0,6",12110085,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 9 pulg ccw sin buje,"2,02",12110001,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 9 pulg ccw sin buje para motor de 16w rgc,"0,87",12110091,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 9 pulg cw sin buje,"1,98",12110002,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa 9 pulg cw sin buje para motor de 16w rgc,"0,87",12110086,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa cw plastica tornillo qmd329,"1,08",12110070,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Aspa plastica ccw 1/4 pulg asp-670,"0,7",12110071,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Balanza electrica digital 100kg rgc,"97,78",19650001,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Balanza electrica programable 100kg rgc,0,19650004,0,0,0,0,"0,9","0,9","0,9","0,9"
Balanza electrica programable inalambrica 100kg rgc,0,19650003,0,0,0,0,"0,9","0,9","0,9","0,9"
Balanza electronica 30 kg mlplus - torrey pcr-20,40,70400001,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Barra roscada 1/2 pulg 1 mt,"0,74",19200001,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Barra roscada 3/8 pulg 1 mt,0,19200003,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Base a/a para condensadora 150 kg 9000-18000 btu 30 cm,"10,07",06500030,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Base a/a para condensadora 300 kg 60 x 60 cm,0,06500029,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Base a/a split 12000-18000 btu 100 kg ms-120,"9,05",06500021,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Base a/a split 12000-24000 btu 150 kg 480 x 400 x 2 mm rgc,"6,96",06500031,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Base a/a split 18000-24000 btu 150 kg,"13,11",06500023,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Base a/a split 24000 btu 120 kg degar - quickfit,0,06500019,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Base a/a split 60000 btu 140 kg para techos inclinados m 620,0,06500027,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Base a/a split 9000-18000 btu 100 kg degar - quickfit,"8,53",06500018,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Base a/a split 9000-18000 btu 150 kg,"9,99",06500020,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Base compacto 36000-90000 btu big foot b6078 6 und,0,06500024,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Base de montaje para controladores,"2,18",10281085,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Base o muñeco para presostato reloj llave,"17,56",90600002,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Base para aspa motor de 10w,"0,37",13340008,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Base para aspa motor de 18w - 22w - 34w - 50w,"1,34",13340009,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Base para aspa motor de 5w,"0,36",13340007,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Base para compresor abacus 505,"3,23",01160004,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Base para compresor abacus 508,"7,75",01160001,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Base para compresor daewoo cielo -- espero,"4,05",01160003,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Base para compresor ford f-150,"2,69",01160002,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Base para condensador universal platina fija,"0,25",01160008,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Base para filtro pequeña universal,"0,3",01160007,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Base para montaje de cortina plastica 150mm rgc,0,12290055,0,0,0,0,"0,9","0,9","0,9","0,9"
Base para montaje de cortina plastica 250mm rgc,0,12290057,0,0,0,0,"0,9","0,9","0,9","0,9"
Base para motor ventilador de unidad 1/4 - 1 hp,0,13340011,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Base para motor ventilador de unidad 3/4 - 1 hp azul,0,13340012,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Base para unidad 100x70cm,"47,82",13340005,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Base para unidad 60x70cm,"28,68",13340004,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Base plastica acople para aspas motores de 5w - 50w motorvenca,"0,8",13340033,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Base platina tensora lado izquierdo universal,0,01160009,"0,8","0,85","0,9","0,91","0,9","0,9","0,9","0,9"
Base resilente para motor 1/3 hp motorvenca,"8,55",13340016,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Base resilente para motor 1/4 hp motorvenca,"13,33",13340017,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Base resilente para motor 1/6 hp motorvenca,"16,33",13340018,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Bateria alcalina 9v varta,"3,74",19560023,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Bateria blister  pila alcalina aaa eveready,"3,74",19560035,0,0,0,0,"0,85","0,85","0,85","0,85"
Bateria blister 2 und alcalina aaa energizer,"1,38",19560021,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Bateria blister 2 und alcalina aaa varta recargable.,"3,24",19560022,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Bateria blister 4 und pila alcalina aaa,"3,24",19560031,0,0,0,0,"0,85","0,85","0,85","0,85"
Bateria blister pila alcalina aa 1x5,"1,77",19560025,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Bateria blister pila alcalina aa energizer,"1,39",19560030,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Bateria blister pila alcalina aaa,"1,64",19560026,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Bateria blister pila kingboy aaa,"0,39",19560024,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Biela std copeland kak nacional probando,50,16050035,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico de nevera lg 4781jk2001a,"1,99",10100032,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera 2 cables  samsung b-0641,"0,98",10100001,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera 2 cables marron-marron b-3003,"1,16",10100005,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera 2 cables marron-negro,"1,16",10100006,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera 2 cables marron/amarillo-marron/naranja,"1,11",10100004,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera 2 cables naranja-naranja b-20018,"1,28",10100007,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera 2 cables negro samsung b-6192,"1,15",10100008,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera 3 cables azul-blanco-marron n-12-5-3294,"1,13",10100009,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera 3 cables con fusible,"1,13",10100011,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera 3 cables marron-naranja-rojo lg b-302,"1,23",10100012,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera 3 cables marron-naranja-rojo n12-5,"1,84",10100013,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera fusible de 72ºc blanco naranja,"2,08",10100030,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 140,"1,21",10100025,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 140 rgc,0,10100072,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 21,"0,84",10100015,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 45 15 pies,"1,6",10100017,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 45 rgc,0,10100054,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 45 tipo koreano,"1,27",10100035,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 47,"1,49",10100018,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 48 rgc,0,10100055,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 50 15 pies,"1,47",10100019,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 50 rgc,0,10100056,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 50 tipo koreano,"1,27",10100036,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 55 22 pies,"1,27",10100020,"0,8","0,8","0,9","0,91","0,85","0,85","0,85","0,85"
Bimetalico nevera l 55 rgc,0,10100057,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 55 tipo koreano,"1,27",10100037,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 60,"1,45",10100021,"0,8","0,8","0,9","0,91","0,85","0,85","0,85","0,85"
Bimetalico nevera l 60 plastico emicol brasil,"1,87",10100040,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 60 plastico tipo mabe,"2,75",10100033,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 60 plastico tipo mabe rgc,"1,21",10100034,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 60 rgc,0,10100058,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 60 tipo koreano,"1,27",10100038,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 70,"1,1",10100022,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 70 rgc,0,10100060,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 70 tipo koreano,"1,27",10100039,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 80 rgc,0,10100062,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera l 90,0,10100024,"0,75","0,8","0,85","0,86","0,9","0,9","0,9","0,9"
Bimetalico nevera l 90 rgc,0,10100064,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera mabe cuadrado negro,"2,45",10100014,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera samsung sensor da47-10150e rgc,"2,99",10100026,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bimetalico nevera whirlpool,"2,7",10100031,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bisagra metalica para puerta de nevera frigidaire 3206100,"3,43",10130005,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bisagra para cava bar ct-1336b rgc,"2,47",12290003,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Bisagra para cava bar cuadrada,"3,22",12290004,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Bisagra para cava bar vitrina mediana cx-1332 rgc precio unitario,"2,47",12290006,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Bisagra para cava cuarto cromada ajustable,35,12290007,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Bisagra para cava cuarto cromada ct-1460 rgc precio unitario,"9,85",12290009,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Bisagra para cava cuarto cromada grande ajustable,30,12290008,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bisagra para cava cuarto cromada pequeña tipo buje,"86,36",12290010,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Bisagra para cava cuarto cromado grande graduable qkh-10,21,12290011,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Bisagra para cava cuarto galvanizada grande ajustable,"12,02",12290014,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Bisagra para congelador de metal,"8,61",12290016,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Bisagra para congelador forro plastico a0102,"7,95",12290017,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Bobina para valvula solenoide 110v danfoss,"27,01",10410007,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bobina para valvula solenoide 115v kielmann,"6,12",10410011,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bobina para valvula solenoide 220v danfoss,20,10410006,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bobina para valvula solenoide 220v emerson,0,10410005,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bobina para valvula solenoide hv 110v  hongsen,"5,52",10410016,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bobina para valvula solenoide hv 220v hongsen,"4,89",10410017,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bobina sanden 508 12v,"12,37",01180001,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Bocina std bronce copeland discus 4d-6d,400,16160028,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Bocina std bronce copeland kak,20,16160033,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Bomba condensado atomizadora p15j 110 hasta 30000 btu wipcool,0,06140030,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bomba condensado azul fp2616 hasta 24000 110v aspen pumps,"73,64",06140003,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bomba condensado azul fp2723 hasta 24000 btu 220v aspen pumps,"78,98",06140001,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bomba condensado eckerle 230v 14w 18 l/h ee1800,50,06140017,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bomba condensado p12 110-220v hasta 30000 btu wipcool,"33,08",06140031,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bomba condensado p120s 220v neveras exhibidoras wipcool,0,06140041,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bomba condensado p16 110-220v hasta 30000 btu wipcool,"34,62",06140032,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bomba condensado p18 110-220v hasta 30000 btu wipcool,"32,24",06140033,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bomba condensado p32 110-220v hasta 60000 btu wipcool,"42,29",06140034,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bomba condensado p380 110-220v wipcool,"39,22",06140038,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bomba condensado tanque fp2099 hasta 10 ton 220v aspen pumps hi lift tanque de 1 litro,"78,21",06140014,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Bomba de aceite copeland discus mr-9r-4r-6r,220,16270008,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Bomba de agua hidrocompacto 1/2 hp  de 24 ltrs e&m,81,91100016,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Bomba de agua periferica 1/2 hp 110v arc,25,91100022,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Bomba de agua periferica 1/2 hp 110v brufer,30,91100020,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Bomba hidrolimpiadora 10-40 bar 6l/m110v wipcool,"130,44",19220004,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Bomba hidrolimpiadora 3-5 bar 4l/m  bateria 12v wipcool,"150,12",19220003,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Bomba hidrolimpiadora 3-5 bar 4l/m110v wipcool,"91,08",19220001,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Bomba hidrolimpiadora steam 3-6 bar 3l/m anti bacterias wipcool,"202,25",19220005,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Bomba hidrolimpiadora tipo pistola 2 bar 1l/m 7.2v wipcool,"75,2",19220002,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Bomba hidrolimpiadora tipo pistola 7/25 bar 3l/m  bateria18v wipcool,"115,05",19220006,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
