id,default_code,alt_standard_price,pricelist_item_type_1_margin,pricelist_item_type_2_margin,pricelist_item_type_3_margin,pricelist_item_type_4_margin,pricelist_item_type_5_margin,pricelist_item_type_1_freight,pricelist_item_type_2_freight,pricelist_item_type_3_freight,pricelist_item_type_4_freight,pricelist_item_type_5_freight
__export__.product_product_3371_f182e4b8,01400019,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3372_e018b446,01400020,"0,91","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3373_7a580951,01420002,"72,67","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3374_bf5df6ce,01420003,"36,88","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3375_3f884e0a,01420004,"36,88","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3376_024ac797,01420006,"47,52","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3377_251721a7,01420007,"36,87","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3378_3d65fd38,01420009,"35,33","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3379_cd17bff7,01420011,"23,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3380_06de7bb6,01420013,"27,72","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3381_49bfafb4,01420014,"28,80","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3382_0e80d15d,01420015,"45,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3383_325a94c1,01420016,"22,00","0,80","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3384_f5222d6b,01420018,"70,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3385_796e5eae,01420019,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3386_2b8f6797,01420020,"30,78","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3387_ef3b88ce,01420021,"38,32","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3388_dadc9d14,01420022,"30,62","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3389_3e45faa3,01420024,"32,25","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3390_eab5fe9d,01420025,"28,09","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3391_c1e7a004,01420026,"38,11","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3392_4e45b4ab,01420027,"25,38","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3393_622bc838,01420028,"26,89","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3394_e37cbed6,01420029,"29,01","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3395_bb50cb74,01420030,"35,95","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3396_feaaf02e,01420031,"28,58","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3397_fab7c0a1,01420032,"29,67","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3398_f9af117f,01420033,"31,74","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3399_64b8ad23,01420034,"25,09","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3400_86f4ddca,01420035,"32,42","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3401_4fcdca5f,01420037,"30,11","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3402_57d96b64,01420038,"29,22","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3403_a0add4b1,01420039,"33,28","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3404_b0ee22cc,01420040,"33,03","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3405_11ede294,01420041,"46,00","0,80","0,85","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3406_82fc1b78,01420042,"37,40","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3407_6d469a5d,01420043,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3408_64d470e3,01420044,"37,56","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3409_5372fe15,01420045,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3410_5f2e62e0,01420046,"32,25","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3411_1020bfaf,01420047,"34,67","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3412_d4742744,01420048,"32,94","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3413_7c5dfc96,01420049,"30,50","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3414_6662c14a,01420050,"30,38","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3415_b2730993,01420051,"31,79","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3416_e429dd36,01420052,"26,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3417_45972c58,01420053,"23,99","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3418_63229680,01420054,"31,52","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3419_5a3524b7,01420055,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3420_28e4fd51,01420056,"39,66","0,80","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3421_596fc0a8,01420057,"39,06","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3422_d88de4e3,01420058,"39,66","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3423_d736500f,01420060,"30,10","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3424_5b487291,01420061,"28,33","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3425_fabbe3ce,01420062,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3426_07b2cfcd,01420063,"26,89","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3427_e909cf71,01420064,"23,61","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3428_eab600e2,01420065,"32,43","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3429_f0212a8a,01420066,"39,84","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3430_1b998f98,01420067,"23,57","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3431_8cae9f5b,01420069,"38,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3432_16d167d5,01420070,"38,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3433_b95b30a5,01420071,"33,35","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3434_925115df,01420072,"36,14","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3435_d06cfd04,01420073,"31,44","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3436_f0bea2b0,01420074,"37,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3437_3a0d84f3,01420075,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3438_b70a6f82,01420076,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3439_c284605e,01420077,"36,06","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3440_aac47499,01420078,"24,54","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3441_ac70640f,01420079,"25,25","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3442_8069cd30,01420080,"21,98","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3443_870f10a5,01420081,"38,03","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3444_f359472f,01420082,"31,98","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3445_10f308df,01420083,"39,50","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3446_69484a4c,01420084,"33,94","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3447_3c7d43a1,01420085,"41,62","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3448_13e902c8,01420086,"34,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3449_921bd1de,01420087,"37,08","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3450_5f043e89,01420088,"28,82","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3451_87c14a75,01420089,"30,43","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3452_58503df8,01420090,"24,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3453_39e4db68,01420091,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3454_9b9c9fe8,01420093,"27,27","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3455_ec9e726c,01420095,"44,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3456_357a033d,01420096,"34,84","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3457_5c92fb51,01420097,"38,52","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3458_a3f6a953,01420098,"33,52","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3459_950cf759,01420099,"25,84","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3460_85f0d5a3,01420100,"33,68","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3461_110375b4,01420101,"36,09","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3462_3908ff4d,01420102,"28,04","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3463_0eed0b6e,01420103,"30,79","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3464_47511a00,01420105,"33,68","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3465_981a1e13,01420106,"33,93","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3466_bc2dd398,01420107,"48,70","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3467_a75589b5,01420108,"44,17","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3468_f89b327c,01420109,"35,27","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3469_4e5dbd83,01420110,"37,99","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3470_7d45a852,01420111,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3471_0612207a,01420113,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3472_bad9fc56,01420117,"37,78","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3473_687233f6,01420124,"48,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3474_25b47ab5,01420126,"20,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3475_5a9bd43f,01420128,"31,79","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3476_f7745763,01420129,"31,56","0,85","0,85","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3477_476ed086,01420130,"45,45","0,80","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3478_25eb6580,01440001,"0,33","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3479_87361ff0,01440002,"0,33","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3480_a1ec1b2a,01440003,"0,14","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3481_f1d4d0a9,01440004,"0,25","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3482_acaa65fa,01460002,"0,61","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3483_ef6ff45d,01460003,"1,71","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3484_ee733a54,01460010,"5,87","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3485_ce0a86c4,01460011,"5,45","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3486_4b11071a,01460012,"5,33","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3487_6aec8aea,01460017,"7,50","0,85","0,85","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3488_f322efb1,01460019,"6,21","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3489_5fe5d828,01460023,"5,33","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3490_ae78b162,01460026,"6,11","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3491_1ab18a8c,01460027,"6,29","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3492_cf717722,01460030,"1,18","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3493_a9a1788c,01460032,"5,50","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3494_5d8f53f2,01460033,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3495_1bb1c105,01460034,"9,15","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3496_ecf22448,01460035,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3497_14472c49,01460039,"6,29","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3498_80b0580c,01460040,"7,12","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3499_bf94656d,01460041,"8,52","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3500_04d193ab,01460044,"5,82","0,85","0,85","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3501_e5162d97,01460050,"4,38","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3502_8c02ed5f,01460052,"11,96","0,80","0,85","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3503_3c74523e,01460059,"4,66","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3504_c3578549,01470001,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3505_323e022c,01470004,"1,81","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3506_9cc255d7,01470005,"1,81","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3507_1719b2e2,01470006,"1,81","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3508_d92cd3a3,01470008,"1,81","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3509_81c210c9,01470010,"1,81","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3510_17b28dd1,01470011,"1,81","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3511_58ae3907,01470012,"1,81","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3512_1d9dfaaf,01470013,"3,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
